UNITID,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,CIP01ASSOC,CIP01BACHL,CIP01CERT,CIP03ASSOC,CIP03BACHL,CIP03CERT,CIP04ASSOC,CIP04BACHL,CIP04CERT,CIP05ASSOC,CIP05BACHL,CIP05CERT,CIP09ASSOC,CIP09BACHL,CIP09CERT,CIP10ASSOC,CIP10BACHL,CIP10CERT,CIP11ASSOC,CIP11BACHL,CIP11CERT,CIP12ASSOC,CIP12BACHL,CIP12CERT,CIP13ASSOC,CIP13BACHL,CIP13CERT,CIP14ASSOC,CIP14BACHL,CIP14CERT,CIP15ASSOC,CIP15BACHL,CIP15CERT,CIP16ASSOC,CIP16BACHL,CIP16CERT,CIP19ASSOC,CIP19BACHL,CIP19CERT,CIP22ASSOC,CIP22BACHL,CIP22CERT,CIP23ASSOC,CIP23BACHL,CIP23CERT,CIP24ASSOC,CIP24BACHL,CIP24CERT,CIP25ASSOC,CIP25BACHL,CIP25CERT,CIP26ASSOC,CIP26BACHL,CIP26CERT,CIP27ASSOC,CIP27BACHL,CIP27CERT,CIP29ASSOC,CIP29BACHL,CIP29CERT,CIP30ASSOC,CIP30BACHL,CIP30CERT,CIP31ASSOC,CIP31BACHL,CIP31CERT,CIP38ASSOC,CIP38BACHL,CIP38CERT,CIP39ASSOC,CIP39BACHL,CIP39CERT,CIP40ASSOC,CIP40BACHL,CIP40CERT,CIP41ASSOC,CIP41BACHL,CIP41CERT,CIP42ASSOC,CIP42BACHL,CIP42CERT,CIP43ASSOC,CIP43BACHL,CIP43CERT,CIP44ASSOC,CIP44BACHL,CIP44CERT,CIP45ASSOC,CIP45BACHL,CIP45CERT,CIP46ASSOC,CIP46BACHL,CIP46CERT,CIP47ASSOC,CIP47BACHL,CIP47CERT,CIP48ASSOC,CIP48BACHL,CIP48CERT,CIP49ASSOC,CIP49BACHL,CIP49CERT,CIP50ASSOC,CIP50BACHL,CIP50CERT,CIP51ASSOC,CIP51BACHL,CIP51CERT,CIP52ASSOC,CIP52BACHL,CIP52CERT,CIP54ASSOC,CIP54BACHL,CIP54CERT,UGDS.x,FEMALE,UGDS_MEN,UGDS_WOMEN,UGDS_2MOR,UGDS_AIAN,UGDS_API,UGDS_ASIAN,UGDS_BLACK,UGDS_BLACKNH,UGDS_HISP,UGDS_NHPI,UGDS_NRA,UGDS_UNKN,UGDS_WHITE,UGDS_WHITENH,INC_PCT_H1,INC_PCT_H2,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,DEP_INC_PCT_H1,DEP_INC_PCT_H2,DEP_INC_PCT_LO,DEP_INC_PCT_M1,DEP_INC_PCT_M2,IND_INC_PCT_H1,IND_INC_PCT_H2,IND_INC_PCT_LO,IND_INC_PCT_M1,IND_INC_PCT_M2,pctDep,pctIndep,FAMINC,MD_FAMINC,AANAPII,ANNHI,HBCU,HSI,NANTI,PBI,TRIBAL,RELAFFIL,MENONLY,WOMENONLY,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,NPT4_OTHER,NPT4_PRIV,NPT4_PROG,NPT4_PUB,PctWorking,pctMenWorking,PctWomenWorking,MD_EARN_WNE_P10,MN_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,SD_EARN_WNE_P10,MN_EARN_WNE_INDEP0_P10,MN_EARN_WNE_INDEP1_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,RET_FT4_POOLED,RET_FTL4_POOLED,RET_PT4_POOLED,RET_PTL4_POOLED,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,SCH_DEG,HCM2,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LOCALE2,CCBASIC,UGDS.y,UG
198321,0,0,0,0,0,0.0042,0.1678,0.0494,0.0381,0,0.0536,0.0014,0.0014,0.0042,0,0.2031,0,0.0071,0,0,0,0,0,0,0,0,0,0.1016,0,0,0.031,0.031,0.0677,0,0,0.1678,0.0705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2027,0.6420265781,0.372,0.628,0.0173,0.0035,0.0068,0.0099,0.1988,0.3186,0.0449,0.0015,0,0.0148,0.7094,0.6456,0.00996677745000002,0.00996677745000002,0.6860465116,0.1860465116,0.1079734219,0.04404955573333332,0.04404955573333332,0.5919854281,0.2276867031,0.04404955573333332,0.04404955573333332,0.04404955573333332,0.7648854962,0.1511450382,0.04404955573333332,0.45598006644518274,0.5440199335548173,21868.379568,17997,0,0,0,0,0,0,0,-1,0,0,5381,NA,2526,8670,NA,NA,NA,NA,168,0.780952380952381,0.1761904761904762,0.6047619047619047,24500,26900,4600,13900,36900,50600,17000,27200,26800,25100,33100,NA,0.5429,NA,0.4415,Cleveland Community College,Shelby,NC,28152-6224,Southern Association of Colleges and Schools Commission on Colleges,www.clevelandcc.edu,clevelandcc.edu/index.php?page=consumer_information,2,0,1,2,1,37,5,31,NULL,5,2027,2225
198330,0,0,0,0,0,0,0.0162,0.0243,0.0155,0,0.0412,0,0.0022,0.0059,0,0.3377,0,0,0,0,0,0.0118,0,0,0,0,0,0.1207,0,0,0.0375,0.1707,0.0265,0,0,0.1663,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,3649,0.614479638,0.4086,0.5914,0,0.0178,0.0317,0.0318,0.1669,0.1787,0.1494,0.0099,0.006,0,0.6183,0.6616,0.004524886849999965,0.004524886849999965,0.6411764706,0.2380090498,0.1117647059,0.0474195534,0.0474195534,0.5498392283,0.2588424437,0.0474195534,0.0474195534,0.0474195534,0.6769521411,0.2298488665,0.0474195534,0.281447963800905,0.718552036199095,24984.964253,23042,0,0,0,0,0,0,0,-1,0,0,14322,NA,2462,8606,NA,NA,NA,NA,9669,0.7994774657086872,0.20444154147615937,0.5950359242325277,27300,31000,5500,14600,41800,60400,34900,29800,31500,29100,36600,NA,0.567,NA,0.2968,Coastal Carolina Community College,Jacksonville,NC,28546-6816,Southern Association of Colleges and Schools Commission on Colleges,www.coastalcarolina.edu/,www.coastalcarolina.edu/static/net-price-calculator/,1,0,1,2,1,37,5,13,NULL,8,3649,3780
198367,0,0,0,0,0,0,0.0388,0.0388,0.0264,0.0062,0.0559,0,0.0031,0,0,0.4519,0,0,0,0,0,0,0,0,0,0,0,0.0342,0,0,0,0.028,0.0233,0,0,0.2205,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,2,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,2665,0.6134699854,0.4285,0.5715,0.039,0.0086,0.0151,0.0251,0.1659,0.2369,0.0788,0.0026,0.018,0.0608,0.6011,0.6444,0.003660322100000002,0.003660322100000002,0.6830161054,0.1998535871,0.1098096633,0.04441565089999999,0.04441565089999999,0.5673913043,0.25,0.04441565089999999,0.04441565089999999,0.04441565089999999,0.7417218543,0.174392936,0.04441565089999999,0.3367496339677892,0.6632503660322109,23802.806735,21585.5,0,0,0,0,0,0,0,-1,0,0,12698,NA,2053,6661,NA,NA,NA,NA,7636,0.7807351077313055,0.23193916349809887,0.5487959442332065,28900,32900,5300,13600,45100,63400,25700,33300,32700,28100,44300,NA,0.5949,NA,0.4931,Craven Community College,New Bern,NC,28562-4900,Southern Association of Colleges and Schools Commission on Colleges,www.cravencc.edu,cravencc.edu/financialaid/net-price-calculator/,2,0,2,2,1,37,5,13,NULL,2,2665,2513
198491,0,0,0,0,0,0,0.0072,0.0377,0.1113,0.0036,0.0197,0,0,0,0,0.1382,0,0,0,0,0.0018,0,0,0,0,0,0,0.0413,0,0,0.0251,0.0503,0,0,0,0.3627,0.2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1889,0.764868603,0.2165,0.7835,0.0148,0.0069,0.0056,0.0037,0.6278,0.6772,0.0265,0.0021,0.0026,0.0111,0.3044,0.2841,0.011410788349999978,0.011410788349999978,0.7697095436,0.1479944675,0.0594744122,0.01374667127500001,0.01374667127500001,0.6518847007,0.2239467849,0.0842572062,0.01374667127500001,0.01374667127500001,0.8231155779,0.1135678392,0.048241206,0.3118948824343015,0.6881051175656985,19264.408714,15321.5,0,0,0,0,0,1,0,-1,0,0,12295,NA,2504,8648,NA,NA,NA,NA,8019,0.7996031746031746,0.18353174603174602,0.6160714285714286,25100,26200,4700,13100,36100,51300,17800,25400,26500,25500,28400,NA,0.5222,NA,0.3636,Edgecombe Community College,Tarboro,NC,27886,Southern Association of Colleges and Schools Commission on Colleges,www.edgecombe.edu,www.edgecombe.edu/current-students/financial-aid/net-price-calculator/,2,0,2,2,1,37,5,41,NULL,8,1889,1877
198570,0,0,0,0,0,0.0404,0.0359,0.0083,0.053900000000000003,0.0019,0.0417,0,0.0212,0.0128,0,0.2195,0,0.009,0,0,0,0.0039,0,0,0,0.0019,0,0.0494,0.0212,0,0.0103,0.0494,0.0777,0,0,0.2356,0.1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,5080,0.6787903555,0.3555,0.6445,0,0.0071,0.0101,0.0154,0.1715,0.1476,0.0772,6e-4,0,0.076,0.6524,0.7521,0.006538618700000054,0.006538618700000054,0.6636697998,0.1965672252,0.1266857376,0.0064437216000000075,0.0064437216000000075,0.5614722005,0.250587314,0.1707126077,0.0064437216000000075,0.0064437216000000075,0.7752136752,0.1376068376,0.0786324786,0.5218635063342869,0.4781364936657131,23190.186759,19769,0,0,0,0,0,0,0,-1,0,0,14971,NA,2562,8708,NA,NA,NA,NA,10575,0.7855153203342619,0.20445682451253483,0.581058495821727,25900,28900,5100,14700,39300,54100,19400,29400,28700,26600,35600,NA,0.7307,NA,0.4143,Gaston College,Dallas,NC,28034,Southern Association of Colleges and Schools Commission on Colleges,www.gaston.edu,www.gaston.edu/netprice/npcalc.htm,2,0,1,2,1,37,5,22,NULL,4,5080,3954
198640,0.0032,0,0,0,0,0,0.0608,0.0144,0.0592,0,0.088,0,0.0464,0.0048,0,0.0864,0,0,0,0,0,0,0,0,0,0,0,0.0352,0,0,0.1824,0.016,0.048,0,0.0128,0.2384,0.104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,853,0.6419965577,0.3998,0.6002,0.0152,0.0211,0.0025,0.0082,0.4971,0.5519,0.0234,0,0.0035,0.0199,0.4115,0.3977,0.021801491666666672,0.021801491666666672,0.8123924269,0.1222030981,0.021801491666666672,0.021158745333333322,0.021158745333333322,0.7626582278,0.1518987342,0.021158745333333322,0.021158745333333322,0.021158745333333322,0.8716981132,0.0867924528,0.021158745333333322,0.5438898450946644,0.4561101549053356,16845.714286,13674,0,0,0,0,0,1,0,-1,0,0,7919,NA,2564,8708,NA,NA,NA,NA,2458,0.8102094240837696,0.21596858638743455,0.5942408376963351,24100,26700,3700,13900,34800,46200,17800,26100,27000,25000,31300,NA,0.6034,NA,0.3243,Halifax Community College,Weldon,NC,27890,Southern Association of Colleges and Schools Commission on Colleges,www.halifaxcc.edu,www.halifaxcc.edu/netprice/npcalc.htm,1,0,1,2,1,37,5,41,NULL,8,853,NULL
198668,0.0282,0.0647,0,0,0,0,0.0149,0.0166,0.1343,0,0.0796,0,0.0282,0,0,0.0945,0,0,0,0,0,0,0,0,0,0,0,0.0398,0,0,0.0315,0.1907,0.0448,0,0.0299,0.1111,0.0912,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,2,0,2,2,0,2,0,0,0,1332,0.6361071932,0.3821,0.6179,0.0045,0.015,0.0013,0.003,0.0863,0.0108,0.024,0.0015,8e-4,0.0135,0.8514,0.7988,0.035731076666666674,0.035731076666666674,0.7122708039,0.1805359661,0.035731076666666674,0.04069210604999999,0.04069210604999999,0.5494505495,0.2637362637,0.04069210604999999,0.04069210604999999,0.04069210604999999,0.8142201835,0.128440367,0.04069210604999999,0.385049365303244,0.6149506346967559,21506.200282,18353,0,0,0,0,0,0,0,-1,0,0,12906,NA,2538,8682,NA,NA,NA,NA,7459,0.7688679245283019,0.3018867924528302,0.4669811320754717,25400,28000,4000,13400,37900,51300,20100,30400,26500,23000,35800,NA,0.6168,NA,0.6235,Haywood Community College,Clyde,NC,28721-9901,Southern Association of Colleges and Schools Commission on Colleges,https://www.haywood.edu,https://www.haywood.edu/npcalc.htm,2,0,1,2,1,37,5,21,NULL,4,1332,1653
198677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.4482758621,0.614,0.386,0,0,0,0.0351,0.2982,0.3478,0.0351,0.0175,0,0,0.614,0.6377,0.129310344825,0.129310344825,0.4827586207,0.129310344825,0.129310344825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44701.37931,40466,0,0,0,0,0,0,0,79,0,0,13568,NA,9170,9170,NA,NA,10519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6667,NA,0.8,NA,Heritage Bible College,Dunn,NC,28334,Transnational Association of Christian Colleges and Schools,www.heritagebiblecollege.edu,www.heritagebiblecollege.edu,3,0,3,3,2,37,5,41,NULL,24,57,88
198710,0,0,0,0,0,0.0076,0.0152,0.1233,0.0398,0,0.0873,0,0.0095,0,0,0.2694,0,0,0,0,0,0,0,0,0,0,0,0.0892,0,0,0.0949,0.0171,0.0474,0,0.019,0.1404,0.0398,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1212,0.5863354037,0.4068,0.5932,0.0223,0.0017,0.0057,0.0149,0.132,0.1477,0.0602,0,0.0017,0.0239,0.7434,0.8102,0.009937888200000022,0.009937888200000022,0.6695652174,0.2,0.1105590062,0.04185114906666668,0.04185114906666668,0.5849462366,0.2580645161,0.04185114906666668,0.04185114906666668,0.04185114906666668,0.7852941176,0.1205882353,0.04185114906666668,0.577639751552795,0.422360248447205,22156.144099,18945,0,0,0,0,0,0,0,-1,0,0,10987,NA,2542,8686,NA,NA,NA,NA,4733,0.7331910352187834,0.22198505869797225,0.5112059765208111,23900,26600,4800,12800,36300,51500,18800,27300,26300,23700,33300,NA,0.624,NA,0.4272,Isothermal Community College,Spindale,NC,28160-0804,Southern Association of Colleges and Schools Commission on Colleges,https://www.isothermal.edu,https://www.isothermal.edu/current-students/financial-aid/NetPriceCalculator/npcalc.html,2,0,1,2,1,37,5,32,NULL,9,1212,1863
198729,0.0181,0,0,0,0,0,0.1717,0.0181,0.1777,0,0,0,0.0211,0,0,0.2831,0,0,0,0,0,0,0,0,0,0,0,0.0843,0,0,0.0241,0,0.0392,0,0.0151,0.0934,0.0542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,756,0.665377176,0.3135,0.6865,0.0238,0.0066,0.0026,0.0013,0.3307,0.4446,0.1362,0,0.0026,0.004,0.4947,0.4926,0.026434558333333302,0.026434558333333302,0.7253384913,0.1953578337,0.026434558333333302,0.025797819133333306,0.025797819133333306,0.5992647059,0.2867647059,0.025797819133333306,0.025797819133333306,0.025797819133333306,0.8653061224,0.093877551,0.025797819133333306,0.5261121856866537,0.47388781431334626,19861.087041,17608,0,0,0,0,0,0,0,-1,0,0,10903,NA,2502,8646,NA,NA,NA,NA,5552,0.8081264108352144,0.18058690744920994,0.6275395033860045,23900,28100,4300,15200,38200,52100,18600,27600,28400,26800,32800,NA,0.6814,NA,0.5476,James Sprunt Community College,Kenansville,NC,28349,Southern Association of Colleges and Schools Commission on Colleges,www.jamessprunt.edu,www.jamessprunt.edu/net-price-calculator,2,0,2,2,1,37,5,42,NULL,3,756,1276
198774,0.0017,0,0,0,0,0,0.0043,0.0087,0.0398,0.0043,0.0087,0.0277,0.0121,0.0329,0,0.2606,0,0,0,0,0,0,0,0,0,0,0,0.0649,0,0,0,0.0667,0.0667,0.1316,0,0.1939,0.0753,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2718,0.7070422535,0.3499,0.6501,0.018,0.007,0.0088,0.0077,0.15310000000000001,0.2123,0.121,7e-4,0.0132,0.089,0.5901,0.6343,0.0077464788999999645,0.0077464788999999645,0.6873239437,0.1830985915,0.114084507,0.007748338750000028,0.007748338750000028,0.5879828326,0.2560801144,0.1402002861,0.007748338750000028,0.007748338750000028,0.7836338419,0.1123439667,0.0887656033,0.4922535211267606,0.5077464788732394,22604.476056,19436.5,0,0,0,0,0,0,0,-1,0,0,11783,NA,2529,8673,NA,NA,NA,NA,6907,0.7957589285714286,0.18191964285714285,0.6138392857142857,29800,32000,4900,16100,42800,53600,21900,31400,32400,30000,38600,NA,0.6732,NA,0.4116,Johnston Community College,Smithfield,NC,27577-2350,Southern Association of Colleges and Schools Commission on Colleges,www.johnstoncc.edu,www.johnstoncc.edu/payingforcollege/netpricecalculator.aspx,2,0,2,2,1,37,5,41,NULL,7,2718,3061
198817,0.0133,0,0,0,0,0,0.0304,0.0455,0.019,0.0019,0.0171,0,0.0038,0,0,0.3966,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0.0607,0.038,0.0038,0.0209,0.2505,0.0892,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,2,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,2,0,2,2,0,2,0,0,0,1662,0.6557971014,0.3857,0.6143,0.0126,0.0084,0.0051,0.0054,0.3664,0.4389,0.056,6e-4,0.0102,0,0.5403,0.512,0.03230676326666663,0.03230676326666663,0.7346014493,0.1684782609,0.03230676326666663,0.03302649006666666,0.03302649006666666,0.664,0.214,0.03302649006666666,0.03302649006666666,0.03302649006666666,0.7930463576,0.130794702,0.03302649006666666,0.4528985507246377,0.5471014492753623,20177.365036,17551,0,0,0,0,0,0,0,-1,0,0,12563,NA,2551,8695,NA,NA,NA,NA,6894,0.8079331941544885,0.2578288100208768,0.5501043841336117,27400,29400,4100,17200,38800,49200,19000,31100,28400,28100,32000,NA,0.5506,NA,0.3708,Lenoir Community College,Kinston,NC,28502-0188,Southern Association of Colleges and Schools Commission on Colleges,www.lenoircc.edu,www.lenoircc.edu/ps/psfawhat,2,0,2,2,1,37,5,32,NULL,6,1662,2057
198844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,NA,0.0411,0.9589,0,0.0068,0,0.0274,0.1849,0,0.0753,0,0,0,0.7055,0,0.024305555566666654,0.024305555566666654,0.75,0.1770833333,0.024305555566666654,0.0673503326,0.0673503326,0.5975609756,0.0673503326,0.0673503326,0.0673503326,0.0673503326,0.8636363636,0.0673503326,0.0673503326,0.4270833333333333,0.5729166666666667,18388.286458,14834.5,0,0,0,0,0,0,0,-1,0,0,NA,10220,NA,NA,7200,NA,5780,5688,NA,0.7115384615384616,NA,NA,18600,23800,NA,NA,NA,NA,17700,NA,NA,NA,NA,NA,0.7857,NA,0.8546,Leons Beauty School Inc,Greensboro,NC,27403,National Accrediting Commission of Career Arts and Sciences,www.leonsbeauty.com,www.leonsbeauty.com/wp-content/themes/leonsbeauty2016/lib/npc/npcalc.htm,1,0,1,1,3,37,5,11,NULL,-2,146,104
198905,0.087,0,0,0,0,0,0.0497,0.0373,0.0994,0,0.087,0,0,0,0,0.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118,0.0124,0,0,0,0.323,0.0311,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,340,0.7762557078,0.2971,0.7029,0,0.0029,0,0.0029,0.2412,0.493,0.0147,0,0,0.4588,0.2794,0.4815,0.025875190266666664,0.025875190266666664,0.8127853881,0.1095890411,0.025875190266666664,0.05482804232499999,0.05482804232499999,0.6428571429,0.05482804232499999,0.05482804232499999,0.05482804232499999,0.05482804232499999,0.9185185185,0.05482804232499999,0.05482804232499999,0.3835616438356164,0.6164383561643836,17783.242009,13793,0,0,0,0,0,0,0,-1,0,0,11432,NA,1862,6470,NA,NA,NA,NA,6371,0.7955056179775281,0.15280898876404495,0.6426966292134831,21000,23100,3400,12100,30600,43600,14900,23500,22900,22000,27800,NA,0.5059,NA,0.1579,Martin Community College,Williamston,NC,27892-9988,Southern Association of Colleges and Schools Commission on Colleges,www.martincc.edu,www.martincc.edu,2,0,1,2,1,37,5,41,NULL,8,340,666
198914,0.0248,0,0,0,0,0,0.0198,0.0594,0.0941,0,0.0594,0,0,0,0,0.1832,0,0,0,0,0,0,0,0,0,0,0,0.1139,0,0,0,0,0.1337,0,0,0.2723,0.0396,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,595,0.648,0.3916,0.6084,0.0017,0.005,0,0,0.0067,0,0.042,0.0017,0,0.1714,0.7714,0,0.04177777779999999,0.04177777779999999,0.6533333333,0.2213333333,0.04177777779999999,0.085523504275,0.085523504275,0.5435897436,0.085523504275,0.085523504275,0.085523504275,0.085523504275,0.7722222222,0.085523504275,0.085523504275,0.52,0.48,22573.018667,19437,0,0,0,0,0,0,0,-1,0,0,11825,NA,2430,8574,NA,NA,NA,NA,6439,0.7680722891566265,0.23795180722891565,0.5301204819277109,25300,27100,4300,14200,37100,47000,18500,28800,25900,25800,30200,NA,0.5525,NA,0.3418,Mayland Community College,Spruce Pine,NC,28777,Southern Association of Colleges and Schools Commission on Colleges,www.mayland.edu,www.mayland.edu/npcalc/npcalc.htm,1,0,2,2,1,37,5,32,NULL,6,595,989
